desc	name	album-link	date	n-size
FromTheTop	The view after ascending the trail	https://www.flickr.com/photos/139088815@N08/27287389361/in/album-72157669107208625	2005:06:29 13:15:38	https://c2.staticflickr.com/8/7101/27287389361_e401830930_n.jpg
ElMorroWater	A sacred place for travelers	https://www.flickr.com/photos/139088815@N08/27357916555/in/album-72157669107208625	2005:06:29 11:48:06	https://c4.staticflickr.com/8/7397/27357916555_d99d88cb75_n.jpg
Atsinna	Ruins atop El Morro	https://www.flickr.com/photos/139088815@N08/27357920825/in/album-72157669107208625	2005:06:29 13:26:18	https://c2.staticflickr.com/8/7344/27357920825_f1d7e7d282_n.jpg
StartLoopTrail	Before the ascent	https://www.flickr.com/photos/139088815@N08/27357893945/in/album-72157669107208625	2005:06:29 12:34:54	https://c2.staticflickr.com/8/7608/27357893945_82d3867b4e_n.jpg
OneOfMany	Inscriptions abound at El Morro	https://www.flickr.com/photos/139088815@N08/26750427974/in/album-72157669107208625	2005:06:29 11:59:27	https://c7.staticflickr.com/8/7718/26750427974_744fd9d6b6_n.jpg
TrailHead	El Morro Approach	https://www.flickr.com/photos/139088815@N08/27324466406/in/album-72157669107208625	2005:06:29 11:42:34	https://c7.staticflickr.com/8/7562/27324466406_e3f1a38f5c_n.jpg
