desc	name	album-link	date	n-size
PyramidView2	From a different angle	https://www.flickr.com/photos/139088815@N08/26797397384/in/album-72157668378600840	2014:04:16 13:42:03	https://c1.staticflickr.com/8/7314/26797397384_496aa63bac_n.jpg
PyramidView1	Expansive views from the top	https://www.flickr.com/photos/139088815@N08/26798569273/in/album-72157668378600840	2014:04:16 13:41:48	https://c2.staticflickr.com/8/7349/26798569273_ab9a303d80_n.jpg
PyramidUpClose	Getting close to the final ascent	https://www.flickr.com/photos/139088815@N08/27334201051/in/album-72157668378600840	2014:04:16 13:04:16	https://c4.staticflickr.com/8/7398/27334201051_6122be9683_n.jpg
PyramidApproach	Pyramid as seen from the trail	https://www.flickr.com/photos/139088815@N08/27405389855/in/album-72157668378600840	2014:04:16 12:53:34	https://c8.staticflickr.com/8/7394/27405389855_abf5f9eb22_n.jpg
Gallup	A great taste of Gallup!	https://www.flickr.com/photos/139088815@N08/27307268792/in/album-72157668378600840	2014:04:17 08:38:37	https://c1.staticflickr.com/8/7235/27307268792_a78090ac5f_n.jpg
FromTheBeginning	Hiking near the trailhead	https://www.flickr.com/photos/139088815@N08/26798608673/in/album-72157668378600840	2014:04:16 12:27:39	https://c2.staticflickr.com/8/7346/26798608673_80aaaa2c6a_n.jpg
ChurchRock	Church Rock - another hike, another day!	https://www.flickr.com/photos/139088815@N08/27405409465/in/album-72157668378600840	2014:04:16 14:10:30	https://c2.staticflickr.com/8/7534/27405409465_3695ab5bcf_n.jpg
